,serial_with_season,movie,serial_without_season
11391,23,832,0
11393,0,5055,0
11394,0,96,0
11396,0,6018,0
11397,0,2594,0
11401,0,1655,0
11402,0,6057,0
11403,0,16,0
11404,0,605,0
11412,0,1166,0
11416,574,250,0
11419,0,9367,0
11422,27825,44215,0
11471,0,17879,0
11478,8979,19756,0
11502,0,801,0
11503,0,38015,0
11514,0,24745,0
11525,0,9,0
11527,0,409,0
11528,0,1419,0
11529,0,845,0
11530,365212,14272,0
11666,0,6659,0
11667,0,27957,0
11678,0,3073,0
11679,2983,6207,0
11683,0,4637,0
11685,0,11724,0
11687,0,320609,0
11799,0,802,0
11801,8323,7333,0
11825,0,22631,0
11832,52724,4959,0
11856,0,42,0
11858,0,18,0
11859,0,7952,0
11861,780,5518,0
11866,0,3385,0
11868,0,1624,0
11869,0,17686,0
11872,0,4,0
11874,0,31,0
11875,0,1044,0
11876,0,64,0
11877,0,1,0
11878,0,6370,0
11881,0,4854,0
11884,0,6404,0
11886,0,6179,0
11888,0,6840,0
11890,0,7710,0
11892,5108,5916,0
11898,30890,11356,0
11911,0,5155,0
11912,41879,32722,0
11940,17263,8099,0
11995,0,2975,0
11997,0,490,0
11998,0,120,0
11999,218,128,0
12002,0,8951,0
12004,0,5363,0
12005,0,33084,0
12026,55238,8011,0
12063,0,5,0
12064,0,123,0
12065,3062,46,0
12067,0,1178,0
12068,0,3,0
12069,0,10247,0
12072,0,66224,0
12093,20217,3478,0
12109,23797,24036,0
12123,0,6,0
12124,0,3210,0
12127,3975,0,0
12135,0,1172,0
12136,0,21303,0
12142,0,14598,0
12148,0,6067,0
12149,0,472,0
12151,0,21,0
12154,0,6081,0
12157,48945,34035,0
12184,0,8,0
12185,0,14690,0
12191,0,47,0
12192,0,197,0
12193,0,67,0
12194,0,3288,0
12195,0,6121,0
12197,0,11555,0
12201,46,0,0
12202,0,88,0
12203,0,16591,0
12206,0,5204,0
12207,0,2290,0
12209,0,49579,0
12219,0,2,0
12220,0,14412,0
12227,0,30434,0
12235,0,1259,0
12237,0,7408,0
12239,0,16560,0
12245,0,14410,0
12251,0,317,0
12253,0,5786,0
12260,0,62161,0
12272,0,1629,0
12273,0,5691,0
12275,0,3225,0
12279,0,186,0
12280,0,11436,0
12289,0,3116,0
12290,0,4865,0
12292,0,12997,0
12294,21833,0,0
12303,0,307,0
12304,23037,5068,0
12314,0,26684,0
12322,0,5827,0
12325,44445,8737,0
12347,0,831,0
12349,0,11482,0
12351,0,32652,0
12359,0,3898,0
12363,2929,0,0
12364,0,15734,0
12370,0,1762,0
12373,0,90852,0
12391,0,529,0
12393,0,6198,0
12395,0,204,0
12396,0,27,0
12397,0,5603,0
12398,0,2474,0
12399,0,589,0
12400,0,17700,0
12406,0,5768,0
12407,0,805,0
12409,0,105171,0
12431,0,47914,0
12443,10263,1055,0
12450,0,4574,0
12451,0,89,0
12452,0,6066,0
12454,7422,12641,0
12464,3025,2271,0
12469,0,16,0
12470,0,109,0
12471,0,3368,0
12473,0,5222,0
12474,0,7366,0
12476,0,13517,0
12479,0,4648,0
12481,0,5476,0
12486,27,7252,0
12492,0,62092,0
12505,0,4829,0
12506,0,971,0
12507,26,52230,0
12530,0,1253,0
12531,0,3,0
12532,0,4,0
12533,0,2760,0
12534,17472,2890,0
12544,269,687,0
12549,0,12,0
12550,12827,137522,0
12596,0,862,0
12598,0,4980,0
12599,0,4838,0
12600,0,22249,0
12605,0,165,0
12606,0,6404,0
12607,0,1308,0
12608,62,4915,0
12611,0,6503,0
12613,0,7366,0
12614,0,18,0
12615,0,335,0
12616,0,958,0
12617,45,2134,0
12625,0,47,0
12626,0,5657,0
12628,0,2616,0
12629,0,5071,0
12630,0,10717,0
12633,0,48971,0
12646,0,2361,0
12648,0,100,0
12649,0,260,0
12650,0,5667,0
12652,0,215,0
12654,0,1387,0
12655,2836,1092,0
12661,0,238,0
12662,0,1122,0
12664,0,6464,0
12665,0,14,0
12666,0,16082,0
12673,0,8847,0
12675,0,5421,0
12677,18392,38623,0
12705,0,566,0
12706,0,11170,0
12712,0,39,0
12713,0,1733,0
12714,0,61,0
12715,0,5518,0
12716,12363,0,0
12720,0,46321,0
12728,0,895,0
12730,0,2905,0
12732,0,31,0
12733,21654,0,0
12745,0,1326,0
12746,52,43,0
12748,0,37,0
12749,0,898,0
12750,0,392,0
12751,0,891,0
12752,0,7889,0
12754,0,3683,0
12756,586,731,0
12762,0,4,0
12763,424,525,0
12765,0,396,0
12766,0,375,0
12767,0,46248,0
12777,0,697,0
12778,0,357,0
12779,0,5560,0
12781,0,5325,0
12783,0,504,0
12785,0,2115,0
12786,0,5588,0
12787,0,11798,0
12790,0,2632,0
12791,0,3,0
12792,0,35743,0
12799,0,280,0
12800,0,57,0
12801,0,349,0
12802,460,0,0
12803,0,3945,0
12804,0,4592,0
12805,0,5763,0
12806,0,639,0
12809,0,5560,0
12811,0,6434,0
12815,0,1209,0
12816,0,4685,0
12817,0,6030,0
12827,0,5770,0
12828,0,5078,0
12830,0,11259,0
12833,0,2391,0
12834,0,2419,0
12838,0,396,0
12839,0,1708,0
12840,0,1500,0
12841,0,7137,0
12845,0,7008,0
12846,0,56,0
12847,0,13,0
12848,0,16,0
12849,0,5841,0
12851,0,17,0
12852,0,126946,0
12893,0,48,0
12894,0,19348,0
12900,0,2626,0
12901,0,6714,0
12903,0,18978,0
12907,1373,0,0
12908,0,269,0
12909,20,0,0
12910,973,43862,0
12932,1021,14925,0
12939,0,3221,0
12940,0,24018,0
12946,0,1693,0
12947,0,38,0
12948,0,1002,0
12953,0,60434,5504
12966,8909,22620,0
12987,0,9725,0
12991,0,5184,0
12993,0,6592,0
12994,0,21641,0
13010,0,508,0
13011,1,0,0
13012,0,264,0
13014,0,15030,0
13017,0,6557,0
13019,0,1440,0
13021,0,45959,0
13031,0,4178,0
13032,14609,0,0
13045,0,1852,0
13046,0,16,0
13047,0,7685,0
13048,0,574,0
13049,0,669,0
13051,0,28298,0
13057,0,280,0
13058,5603,22199,0
13065,909,63629,0
13091,0,9098,0
13098,0,4898,0
13100,0,5748,0
13104,0,1827,0
13105,0,5257,0
13109,0,6261,0
13113,0,10758,0
13115,0,7021,0
13117,0,78271,0
13151,33105,23200,0
13227,0,5639,0
13230,0,13,0
13231,0,2691,0
13237,0,5702,0
13242,1475,83650,2888
13280,13114,242352,0
13372,30069,2652,0
13390,0,26014,0
13398,0,9968,0
13399,0,20010,0
13409,0,5143,0
13411,0,36420,0
13422,0,14972,0
13426,0,2455,0
13428,0,86670,0
13429,0,18392,0
13433,0,791,0
13434,86706,63925,0
13479,0,12772,0
13484,0,60198,0
13501,0,5826,0
13503,0,47733,0
13516,1151,57623,0
13531,54,55018,0
13544,0,24907,0
13552,0,16523,0
13558,0,1068,0
13559,0,2466,0
13561,0,37096,0
13575,0,89373,0
13603,0,6119,0
13604,336,0,0
13605,0,156714,0
13643,0,5439,0
13644,0,17537,0
13649,6123,46635,0
13663,0,7861,0
13666,0,7021,0
13668,0,130,0
13669,155381,33508,0
13739,0,923,0
13740,114071,35547,0
13792,1164,6541,0
13794,3131,34705,0
13806,1338,39843,0
13813,0,12,0
13814,0,5058,0
13817,0,6745,0
13823,0,545,0
13825,0,4514,0
13828,0,32372,0
13830,0,46866,0
13842,0,46354,0
13855,0,12216,0
13861,0,7490,0
13864,0,284,0
13865,0,10,0
13866,0,36038,0
13876,0,855,0
13878,0,235,0
13880,0,6374,0
13883,0,11000,0
13885,0,11304,0
13889,38520,13426,0
13905,243,6717,0
13909,0,118417,0
13950,0,16621,0
13954,0,5516,0
13956,0,364,0
13957,0,13144,0
13960,0,1004,0
13961,15,229590,0
14030,4987,14795,0
14036,0,80054,0
14058,2770,58381,0
14078,0,395150,0
14163,0,12979,0
14169,0,2300,0
14173,0,23806,0
14178,0,25455,0
14182,0,6374,0
14185,0,20,0
14186,0,26285,0
14191,0,378,0
14194,0,1852,0
14196,0,11737,0
14199,0,49746,0
14213,0,32426,0
14225,0,9980,0
14227,0,27873,0
14233,0,19499,0
14237,0,16007,0
14246,0,1937,0
14248,3280,220635,0
14306,0,701,0
14307,0,26,0
14308,152578,31238,0
14375,0,467,0
14377,0,6487,0
14381,0,36191,0
14394,17156,140380,0
14443,0,1540,0
14444,0,65278,0
14465,0,10105,0
14469,0,7335,0
14470,0,308,0
14471,0,278253,0
14533,218,1546,0
14538,0,12922,0
14540,745523,192418,0
14841,0,382777,0
14925,0,159158,0
14976,3445,32439,0
14989,0,30077,0
14996,0,5358,0
15000,0,60486,0
15013,0,52408,0
15029,0,71,0
15030,0,98031,0
15056,0,14621,0
15058,0,270,0
15059,0,12619,0
15066,0,2936,0
15068,0,8920,0
15071,0,298,0
15072,0,9581,0
15074,0,597,0
15075,0,17,0
15076,0,28,0
15077,0,1,0
15078,0,21,0
15079,0,193,0
15080,0,7662,0
15085,0,3091,0
15087,0,6,0
15088,0,53,0
15089,0,12395,0
15093,4836,17206,0
15113,3572,15000,0
15125,14092,48668,0
15148,0,151597,0
15194,0,1549,0
15197,789,860,0
15201,0,557,0
15202,0,1,0
15203,0,10129,0
15206,0,5819,0
15208,272,1724,0
15212,0,4793,0
15213,0,481,0
15214,0,5321,0
15215,0,2846,0
15217,0,1,0
15218,0,6,0
15219,0,37438,0
15235,0,4734,0
15236,54,0,0
15237,0,1567,0
15239,0,175,0
15240,1,1111,0
15242,26550,56094,0
15271,0,2067,0
15273,0,2712,0
15275,0,4224,0
15280,0,29569,0
15287,0,22,0
15288,1949,0,0
15289,0,5761,0
15291,369,45803,0
15305,0,1134,0
15306,10967,46895,0
15326,0,6617,0
15327,0,176,0
15328,0,146,0
15329,0,13,0
15331,0,470,0
15332,0,972,0
15333,0,45,0
15334,0,556,0
15336,29574,648982,0
15485,0,5519,0
15486,0,25228,0
15491,0,12618,0
15495,0,978,0
15498,0,5636,0
15502,0,1262,0
15503,0,98771,0
15540,0,343231,0
15622,14435,16611,0
15635,35,31751,0
15649,0,940,0
15650,12409,4699,9214
15662,0,7722,0
15664,1198,0,0
15665,0,22,0
15667,324488,148431,0
15907,0,5434,0
15908,0,358,0
15909,0,395,0
15910,0,1395,0
15912,0,13481,0
15918,737,5369,0
15921,0,2606,0
15924,0,29,0
15926,0,12,0
15927,0,6479,0
15932,0,10926,0
15935,0,313,0
15936,1918,1928,0
15941,0,9623,0
15944,0,16,0
15945,0,6366,0
15946,0,1,0
15947,4,10332,0
15953,0,136,0
15954,401114,45599,0
16115,24319,69820,0
16152,0,41,0
16153,0,5857,0
16154,0,28,0
16156,0,20932,0
16162,0,250,0
16163,0,84179,0
16187,0,29,0
16188,0,42,0
16189,0,4672,0
16190,0,1177,0
16193,622,12393,0
16197,0,10926,0
16207,150,0,0
16208,0,14,0
16209,0,4917,0
16210,2163,5369,0
16215,0,2156,0
16216,0,9,0
16217,0,2096,0
16219,258,6925,0
16221,0,296,0
16222,0,13757,0
16228,0,5829,0
16229,0,2778,0
16232,0,17,0
16233,1653,200669,0
16287,0,6281,0
16289,0,2066,0
16291,0,3,0
16293,0,282732,0
16358,0,775,0
16360,0,4649,0
16361,0,19378,0
16365,0,4537,0
16366,0,8392,0
16368,0,11400,0
16371,0,14453,0
16377,0,5434,0
16378,2098,0,0
16380,0,283,0
16383,0,14613,0
16388,0,218,0
16390,0,5576,0
16391,3544,3677,0
16395,0,394,0
16397,0,9293,0
16399,2268,7675,0
16403,0,1511,0
16405,106,0,0
16406,0,2485,0
16407,0,3,0
16408,0,5,0
16409,0,6787,0
16412,10,519,0
16414,0,361,0
16416,33,202,0
16418,0,7294,0
16423,51206,71060,0
16467,367,1070,0
16470,0,4800,0
16473,0,5879,0
16474,0,6404,0
16476,0,348,0
16477,0,14667,0
16483,0,2,0
16484,0,38,0
16485,0,5579,0
16488,73066,143288,0
16548,0,5790,0
16550,0,78701,0
16571,0,1546,0
16572,17751,9464,0
16582,0,31163,0
16590,0,36993,0
16598,0,1750,0
16599,0,554,0
16601,0,16421,0
16606,0,15,0
16607,0,1503,0
16608,0,338,0
16611,389,26503,0
16619,921,3800,0
16623,0,195979,0
16676,4738,59,0
16679,0,4297,0
16681,0,63921,0
16695,0,821,0
16696,0,5889,0
16701,0,7379,0
16703,0,1985,0
16705,0,2358,0
16706,0,11,0
16707,0,1,0
16708,0,83,0
16709,0,45627,0
16721,0,11972,0
16723,39193,67968,0
16807,0,12294,0
16812,0,11845,0
16815,2641,5546,0
16818,0,936,0
16819,0,1009,0
16820,13509,1600,0
16826,670,19,0
16829,0,5617,0
16830,0,3548,0
16832,0,16165,0
16834,0,4,0
16835,0,4842,0
16837,0,583,0
16839,0,62667,0
16863,1,0,0
16864,0,32027,0
16872,0,916,0
16873,0,715,0
16875,0,2015,0
16876,0,67,0
16877,0,2781,0
16879,0,801,0
16880,0,4,0
16881,658,1796,0
16884,0,17063,0
16889,0,1899,0
16891,0,583,0
16892,0,20,0
16894,0,9,0
16895,0,151,0
16896,0,10,0
16897,2543,0,0
16898,0,5118,0
16899,0,10956,0
16902,0,9,0
16903,0,3,0
16904,0,1155,0
16905,0,23458,0
16912,0,27,0
16914,0,13769,0
16919,0,2140,0
16921,0,54891,0
16949,0,97436,0
16975,2996,6615,0
16982,500,24260,0
16990,0,3366,0
16991,0,4787,0
16993,0,23,0
16995,216274,16,0
17078,7,4030,0
17080,0,3375,0
17083,0,5548,0
17085,0,305,0
17086,8115,12462,0
17112,0,13714,0
17115,229,59910,0
17139,0,498,0
17140,1841,9718,0
17146,0,1299,0
17147,9292,0,0
17151,0,8875,0
17153,0,5267,0
17155,3030,19,0
17167,0,16975,0
17171,0,1809,0
17172,0,2204,0
17174,0,18771,0
17177,0,81,0
17179,0,756,0
17180,0,5384,0
17181,0,5953,0
17185,0,2,0
17186,0,2151,0
17188,100184,11546,0
17226,0,5327,0
17227,412,37869,0
17242,0,1503,0
17245,2066,11109,0
17250,0,10294,0
17253,159,0,0
17255,0,9301,0
17257,0,24409,0
17267,0,4148,0
17270,0,670,0
17271,0,5543,0
17272,0,21193,0
17279,0,3041,0
17280,0,11368,0
17283,0,5810,0
17284,0,331,0
17285,0,2481,0
17286,0,4271,0
17287,0,2557,4779
17289,0,284,0
17291,15,1099,0
17294,0,1953,0
17296,8,25,0
17298,0,1366,0
17299,3214,0,0
17300,0,6267,0
17301,417,0,0
17302,762,9217,0
17311,0,5416,0
17313,0,438,0
17317,0,1253,0
17318,298,0,0
17320,0,26406,0
17330,0,1,0
17331,0,14534,0
17338,0,681,0
17340,0,1108,0
17341,0,1830,0
17343,22,50722,0
17366,0,2721,0
17369,0,6330,0
17370,0,5752,0
17374,0,12300,0
17376,0,42642,0
17387,0,20837,0
17396,0,3255,0
17397,0,2390,0
17398,734,0,0
17399,0,67674,0
17418,0,6123,0
17419,0,12,0
17420,0,458,0
17421,0,4184,0
17422,0,1858,0
17423,8847,811,0
17427,0,16721,0
17433,0,6231,0
17434,0,1673,0
17435,0,4032,0
17436,0,817,0
17438,0,4314,0
17440,0,8716,0
17443,0,18715,0
17448,0,3927,0
17449,0,318,0
17450,0,59259,0
17467,0,9138,0
17471,0,1008,0
17472,24867,0,0
17480,0,5669,0
17481,23,11718,0
17485,0,4981,0
17486,0,126017,0
17523,0,27,0
17524,0,4164,0
17526,0,20081,0
17529,8960,1853,0
17539,0,5551,0
17541,64062,17277,0
17571,0,7269,0
17575,9841,0,0
17581,0,1106,0
17583,3771,75085,0
17601,0,31227,0
17618,0,8016,0
17625,0,65,0
17626,0,23,0
17627,0,1254,0
17642,52,21033,0
17651,0,15978,0
17657,0,30,0
17658,0,19981,0
17663,0,9412,0
17667,0,37,0
17668,0,369,0
17671,16451,17296,0
17685,0,1802,0
17690,0,1547,0
17691,0,402,0
17692,0,5960,0
17695,2,0,0
17696,0,1856,0
17700,3253,7032,0
17706,25,0,0
17708,0,8174,0
17712,0,113,0
17713,0,4683,0
17714,8,395,0
17716,0,905,0
17718,0,6097,0
17720,0,0,9527
17722,0,21562,0
17734,0,1919,0
17736,0,68,0
17737,0,590,0
17738,0,2277,0
17740,0,12369,0
17745,0,155,0
17747,0,12,0
17748,331,30,0
17750,671,54154,0
17764,0,168,0
17765,0,8,0
17766,0,2444,0
17767,0,67,0
17769,0,1016,0
17771,997,0,0
17774,15463,6455,0
17782,0,2068,0
17783,0,15970,0
17787,0,2890,0
17788,1749,5133,0
17796,0,10038,0
17798,0,153,0
17799,0,643,0
17800,0,12519,0
17803,2261,1100,0
17805,0,4710,0
17806,0,13058,0
17809,0,683,0
17810,746,90874,0
17840,0,43,0
17841,0,49032,0
17858,0,12,0
17859,0,50147,0
17869,0,7127,0
17872,0,10944,0
17875,0,4653,0
17876,720,0,0
17878,22460,4250,0
17888,0,6356,0
17889,0,596,0
17893,2848,5573,0
17897,455,5493,0
17899,0,4299,0
17901,0,36404,0
17908,0,6063,0
17912,0,561,0
17914,0,17756,0
17921,0,7605,0
17922,0,319,0
17924,0,6806,0
17927,0,4683,0
17928,0,5897,0
17930,0,14604,0
17933,0,393,0
17935,0,4562,0
17938,0,5321,0
17939,0,996,0
17940,0,29,0
17941,0,1089,0
17943,41,7558,0
17946,0,970,0
17947,0,14,0
17948,306,24571,0
17959,10972,12217,0
17965,2815,17676,0
17971,380,0,0
17975,0,1142,0
17976,0,1401,0
17979,0,758,0
17981,0,956,0
17983,0,2,0
17984,33,19,0
17987,49,37,0
17989,0,5781,0
17992,0,8101,0
17997,0,919,0
17998,0,4987,0
17999,0,127489,0
18042,0,2,0
18043,0,1370,0
18044,0,11557,0
18046,0,7660,0
18052,0,1,0
18054,0,15564,0
18061,0,18501,0
18065,0,17768,0
18070,0,4725,0
18071,0,1462,0
18072,0,27,0
18073,0,44085,0
18082,0,272,0
18083,0,6293,0
18088,52,7679,0
18092,8627,0,0
18095,0,836,0
18096,0,587,0
18097,0,220,0
18099,0,11232,0
18102,0,53911,0
18121,0,104013,0
18150,0,5203,0
18152,0,691,0
18153,0,6076,0
18154,0,10,0
18155,0,5477,0
18156,0,23,0
18158,0,226,0
18160,0,542,0
18161,0,4786,0
18162,17081,0,0
18170,0,4841,0
18172,0,5463,0
18174,0,7096,0
18181,0,29148,0
18192,0,32372,0
18198,2318,29434,0
18217,0,10898,0
18219,0,679,0
18221,0,49,0
18223,9,82115,0
18245,3119,1882,0
18248,0,6959,0
18251,0,2235,0
18254,18,0,0
18255,0,16060,0
18263,0,42,0
18264,0,54247,0
18278,2980,0,0
18279,0,5063,0
18281,0,433,0
18282,0,43,0
18283,0,7257,0
18284,0,52040,0
18303,0,32738,0
18310,0,731,0
18311,439,0,0
18312,0,3116,0
18313,0,1352,0
18314,0,110,0
18315,0,110,0
18316,0,369,0
18317,0,38114,0
18332,0,549,0
18335,336,5524,0
18337,0,22397,0
18340,0,34001,0
18350,1616,5630,0
18356,0,4528,0
18357,0,5238,0
18358,0,7643,0
18360,21,0,0
18361,0,389,0
18363,0,4925,0
18366,0,204,0
18367,0,4701,0
18368,0,329,0
18370,0,162,0
18371,0,22830,0
18379,0,1227,0
18380,0,24162,0
18387,0,11950,0
18392,885,0,0
18394,0,87,0
18395,0,687,0
18396,0,4554,0
18397,0,5935,0
18399,2280,2479,0
18407,0,650,0
18408,0,5238,0
18409,0,27487,0
18417,0,3294,0
18418,34,25,0
18420,0,4682,0
18422,0,790,0
18423,0,1180,0
18424,153,1402,0
18431,0,3279,0
18433,0,3055,13324
18440,0,1761,0
18441,0,7094,0
18442,0,7856,0
18448,0,7133,0
18450,0,29,0
18451,0,76,0
18452,0,2694,0
18454,0,7474,0
18457,0,36,0
18458,0,2564,0
18459,27,11847,0
18465,0,5,0
18466,6502,17075,0
18474,0,1090,0
18476,0,430,0
18478,0,9188,0
18483,0,45,0
18484,0,704,0
18485,0,54,0
18486,0,6573,0
18488,0,15165,0
18492,0,79,0
18493,0,586,0
18495,0,697,0
18496,344,30569,0
18509,0,55,0
18510,0,13182,0
18514,33381,10552,0
18532,0,15454,0
18540,0,5390,0
18542,24260,0,0
18551,0,3,0
18552,0,9656,0
18555,1570,24579,0
18568,15,13211,0
18575,0,39,0
18576,19249,0,0
18583,0,6223,0
18586,0,6670,0
18589,111,4881,0
18594,43192,2261,0
18611,0,3230,0
18612,0,94,0
18614,0,6060,0
18617,0,411,0
18618,0,8113,0
18621,0,13359,0
18624,0,2603,0
18626,0,1684,0
18627,1827,49925,0
18661,0,611,0
18662,61,388,0
18673,0,21913,0
18679,0,9,0
18680,0,1654,0
18681,19875,7304,0
18716,0,9646,0
18718,0,11325,0
18722,50384,0,0
18744,0,19590,0
18751,0,14554,0
18757,0,5150,0
18759,687,138,0
18764,0,26133,0
18776,0,2126,0
18779,0,970,0
18781,0,499,0
18782,0,81,0
18783,0,5991,0
18784,0,16328,0
18788,0,3264,0
18789,0,3415,0
18791,0,44347,0
18804,0,1188,0
18805,0,1257,0
18806,0,32,0
18808,0,6953,0
18810,0,6223,0
18811,0,4,0
18812,0,1051,0
18814,0,24863,0
18824,3329,1352,0
18827,0,34,0
18828,11994,6408,0
18833,0,46,0
18834,0,1207,0
18835,0,859,0
18837,0,5554,0
18838,0,24388,0
18842,0,16,0
18843,37299,70405,0
18880,0,16302,0
18887,0,20578,0
18891,0,8293,0
18893,11094,2,0
18901,5035,45494,0
18921,0,4998,0
18922,0,103,0
18923,1744,5215,0
18927,0,134713,0
18960,0,5359,0
18961,0,25982,0
18967,0,11429,0
18971,0,12512,0
18976,0,12573,0
18981,5228,74745,0
19010,0,21038,0
19018,0,6720,0
19019,0,78973,0
19040,0,7982,0
19043,0,6648,0
19044,0,26077,0
19051,0,8,0
19052,75,20553,0
19058,0,16282,0
19067,0,28408,0
19075,0,171591,0
19122,0,193,0
19123,0,6182,0
19125,11248,299349,0
19234,0,13686,0
19240,0,22447,0
19249,103873,242964,0
19337,0,3956,0
19340,3143,520,0
19342,0,13685,0
19345,0,1090,0
19348,0,305,0
19349,0,1817,0
19350,11,21125,0
19357,0,5307,0
19360,0,61517,0
19374,0,11441,0
19380,0,19501,0
19388,0,11280,0
19395,0,11978,0
19398,0,38256,0
19407,0,12772,0
19411,0,3083,0
19412,2826,6837,0
19415,0,46646,0
19428,0,28454,0
19433,0,7,0
19434,0,175522,0
19489,0,525,0
19491,0,50433,0
19505,19160,91496,0
19533,0,34478,0
19545,0,74405,0
19561,0,3568,0
19562,0,2410,0
19563,0,15580,0
19567,0,75114,0
19589,0,108567,0
19609,9505,66718,0
19633,0,107,0
19636,0,21593,0
19645,0,7524,0
19647,0,87451,0
19667,0,114,0
19668,0,15648,0
19673,0,1270,0
19675,0,28918,0
19683,0,4917,0
19684,0,1037,0
19685,0,104,0
19686,0,11380,0
19694,0,6496,0
19695,0,107,0
19696,0,43718,0
19705,0,1492,0
19707,0,59661,0
19735,0,306326,0
19812,0,5643,0
19813,0,10119,0
19815,596,267089,0
19893,0,12738,0
19898,12573,64422,0
19926,0,2,0
19927,304,25965,0
19945,13734,4643,0
19989,0,63661,0
20007,0,10393,0
20011,0,1565,0
20013,0,96904,0
20038,0,10034,0
20040,47868,122113,0
20085,44362,32452,0
20113,0,753,0
20116,489,6155,0
20120,0,114,0
20121,0,15490,0
20124,1227,207887,0
20220,3965,9505,0
20233,0,74501,0
20249,0,326,0
20250,100,40938,0
20268,0,9057,0
20273,37041,0,0
20287,0,4963,0
20288,0,25266,0
20294,32,59431,0
20312,0,11719,0
20317,0,14982,0
20324,0,9428,0
20327,0,4531,0
20328,0,26470,0
20338,0,7,0
20339,0,8220,0
20343,0,2,0
20344,0,19859,0
20351,20,7310,0
20356,28775,12998,0
20370,317,121153,0
20411,0,6728,0
20414,0,38554,0
20426,17440,2321,0
20436,0,6628,0
20440,0,8179,0
20442,0,24031,0
20447,0,48312,0
20466,0,11129,0
20469,0,165,0
20470,0,10271,0
20473,0,220,0
20474,0,1223,0
20475,0,72,0
20476,0,14286,0
20481,0,37269,0
20490,0,3330,0
20492,0,5293,0
20497,4,764,0
20499,0,60710,0
20516,0,13759,0
20521,0,682,0
20522,0,41,0
20523,0,886,0
20525,0,2,0
20526,201,0,0
20527,0,96301,0
20565,0,2079,0
20566,0,11351,0
20568,0,83,0
20569,0,6591,0
20571,3054,0,0
20573,0,367,0
20574,0,2621,0
20575,0,6015,0
20576,0,16613,0
20579,0,6442,0
20581,0,9,0
20582,0,16284,0
20589,0,135,0
20590,0,2396,0
20592,0,5,0
20593,0,6626,0
20596,0,18129,0
20600,0,4872,0
20602,0,3232,0
20603,0,28650,0
20612,0,18760,0
20618,0,4,0
20619,0,5572,0
20620,0,7571,0
20621,10481,22685,0
20630,0,14,0
20631,81,0,0
20632,2865,14916,0
20639,0,1,0
20640,0,2106,0
20642,0,1020,0
20643,0,81,0
20644,0,5764,0
20646,0,181,0
20647,0,5084,0
20649,0,11594,0
20652,16731,14603,0
20661,0,5541,0
20662,0,1542,0
20663,0,608,0
20664,75,12872,0
20672,137,0,0
20673,0,15,0
20674,0,71,0
20676,0,39300,0
20688,0,5688,0
20689,6137,6862,0
20694,0,7980,0
20697,0,8054,0
20700,0,1868,0
20701,0,6750,0
20702,0,307,0
20704,0,1712,0
20705,0,985,0
20706,0,3,0
20707,0,3586,0
20708,0,6039,0
20709,44,970,0
20711,0,208,0
20712,0,65,0
20713,1116,0,0
20714,0,6604,0
20715,0,10936,0
20718,0,6322,0
20720,0,8110,0
20724,843,17718,0
20730,0,2253,0
20733,0,3263,0
20734,0,179,0
20735,0,89,0
20736,0,5683,0
20737,0,58239,0
20765,0,16550,0
20771,0,4,0
20773,0,1091,0
20774,0,9838,0
20781,0,2843,0
20782,0,1189,0
20783,13394,4852,0
20790,0,7625,0
20793,0,2843,0
20795,0,7627,0
20796,0,4210,0
20797,0,3970,0
20800,0,33,0
20801,0,2751,0
20804,0,5739,0
20805,278,0,0
20806,0,35928,0
20818,0,1093,0
20819,1,6878,0
20821,3258,4889,0
20832,0,69,0
20833,0,1530,0
20834,0,4772,0
20835,1372,0,0
20836,0,5515,0
20838,0,1379,0
20839,0,281,0
20841,0,6505,0
20842,0,2157,0
20844,5506,0,0
20847,2971,39529,0
20855,0,38,0
20856,0,569,0
20857,0,4729,0
20859,0,49621,17909
20875,0,16,0
20876,0,684,0
20877,0,6234,0
20882,0,4522,0
20889,0,7994,0
20891,511,0,0
20893,6383,42497,0
20921,0,9352,0
20927,0,5382,0
20928,2907,4672,0
20931,113,625,0
20934,20140,111390,0
20994,0,1297,0
20995,0,14,0
20996,92,12239,0
21003,0,5,0
21005,0,28255,0
21020,0,42738,0
21031,115,0,0
21032,0,5425,0
21035,0,7102,0
21036,0,42597,0
21051,0,44,0
21052,0,2305,0
21053,0,7017,0
21056,0,2422,0
21057,0,5162,0
21059,0,7917,0
21061,70,10427,0
21064,27289,58671,0
21089,0,5826,0
21092,0,10557,0
21099,0,4996,0
21100,757,114597,0
21137,0,12,0
21138,0,76,0
21139,0,14505,0
21140,1741,86886,0
21173,0,5536,0
21175,0,260,0
21176,0,47271,0
21191,0,862,0
21192,0,109,0
21193,0,74157,0
21212,945,2926,0
21218,19,3495,0
21225,0,27,0
21226,0,2,0
21227,27,0,0
21228,0,2246,0
21229,0,19268,0
21242,0,17215,0
21245,0,29248,0
21263,0,5575,0
21266,0,2,0
21267,0,88,0
21268,0,6933,0
21272,0,11619,0
21276,40,135,0
21279,0,1030,0
21280,0,34423,0
21291,0,27,0
21292,0,956,0
21293,0,3325,0
21294,12,0,0
21295,0,2973,0
21297,0,30502,0
21304,0,70644,0
21322,0,14,0
21323,0,12408,0
21327,312,32857,0
21340,0,2222,0
21342,0,2206,0
21343,0,6361,0
21344,0,41,0
21345,0,1196,0
21346,0,13227,0
21358,0,36,0
21359,0,19453,0
21367,229,13,0
21369,0,6903,0
